iter	Logloss
299	0.04810744828
300	0.04800530932
301	0.0478955867
302	0.04772349192
303	0.04760654477
304	0.04744926489
305	0.04717491042
306	0.04697712754
307	0.04676908241
308	0.04660612152
309	0.0464875792
310	0.04637248581
311	0.04631666345
312	0.04615299725
313	0.04600519516
314	0.04585804071
315	0.0457214805
316	0.04562095751
317	0.04548873378
318	0.04535182779
319	0.04521440164
320	0.04504850127
321	0.04490714985
322	0.04471151286
323	0.04455376595
324	0.04439934876
325	0.04426082058
326	0.04412654587
327	0.04400481685
328	0.04389009788
329	0.04378315601
330	0.04361797547
331	0.04344230071
332	0.0433217686
333	0.04320492109
334	0.04311305881
335	0.04300461838
336	0.04286880278
337	0.0427562677
338	0.04263092132
339	0.04250364054
340	0.0423475201
341	0.04222569833
342	0.04208655254
343	0.04202483429
344	0.04189287932
345	0.04180040764
346	0.04174102631
347	0.04162358532
348	0.04143426327
349	0.04129776592
350	0.04116981163
351	0.04108929579
352	0.04099591067
353	0.0407992574
354	0.04066270638
355	0.04057778807
356	0.04046255277
357	0.04027712163
358	0.04014199437
359	0.04002252684
360	0.03992479969
361	0.03981828468
362	0.03967724981
363	0.03955436218
364	0.03942856852
365	0.03934117948
366	0.03920424467
367	0.03905842855
368	0.03896703783
369	0.03890053643
370	0.03876031067
371	0.03863418653
372	0.03855146902
373	0.03842262372
374	0.03833416036
375	0.0382082058
376	0.03808586849
377	0.03800448585
378	0.03788495353
379	0.03776617909
380	0.03762464967
381	0.03754969144
382	0.03743444173
383	0.03732905459
384	0.03722719221
385	0.03714938029
386	0.03699936123
387	0.03694163818
388	0.03683218513
389	0.03670904441
390	0.03662501636
391	0.03651057453
392	0.03639473988
393	0.0363190278
394	0.0362788824
395	0.03619896161
396	0.03610977496
397	0.03601927167
398	0.03589784003
399	0.03580122912
400	0.03570449546
401	0.03564062742
402	0.03555625203
403	0.03549492549
404	0.03543146454
405	0.03538123831
406	0.03530801603
407	0.03520522844
408	0.03512352949
409	0.03507921523
410	0.03497207234
411	0.03488509892
412	0.03482648726
413	0.03474878682
414	0.03463710146
415	0.03453922536
416	0.03439146339
417	0.03428331892
418	0.03416537424
419	0.03408303208
420	0.03398318597
421	0.03391060436
422	0.03382423142
423	0.03376331582
424	0.03367320285
425	0.03358911434
426	0.03348010551
427	0.0334154588
428	0.03335036088
429	0.03324595065
430	0.0331577431
431	0.03310620612
432	0.03304323903
433	0.03297021215
434	0.032894451
435	0.03283619113
436	0.03274204385
437	0.03265734697
438	0.03259633804
439	0.03251298891
440	0.0324143475
441	0.03232149539
442	0.03228076128
443	0.03221848419
444	0.03214691686
445	0.03202750248
446	0.03198318328
447	0.0319169489
448	0.03180368454
449	0.03172829815
450	0.0316608541
451	0.03156650741
452	0.03151584007
453	0.03141909578
454	0.03133979188
455	0.03125722734
456	0.03117409897
457	0.03107002957
458	0.03098837618
459	0.03091247925
460	0.0308374014
461	0.03076466451
462	0.03067864103
463	0.03060573922
464	0.03054528906
465	0.03048456781
466	0.03039661066
467	0.03029203461
468	0.03019051863
469	0.03015176477
470	0.03010308588
471	0.0299915466
472	0.02992071718
473	0.02988573584
474	0.02979821837
475	0.02973877738
476	0.02969569164
477	0.0296557171
478	0.02954799126
479	0.02949373675
480	0.02943485708
481	0.02938679525
482	0.02933454404
483	0.02925223884
484	0.02921844562
485	0.02915113047
486	0.02911363345
487	0.02907826087
488	0.02902274551
489	0.02897857617
490	0.02891649655
491	0.02881943166
492	0.02872197406
493	0.02865775953
494	0.02861156366
495	0.02854431712
496	0.02849049823
497	0.02844499728
498	0.02840075234
499	0.02833183289
500	0.02826599593
501	0.02817829437
502	0.02811150536
503	0.02806951966
504	0.02801754596
505	0.02794573327
506	0.02786190829
507	0.02777499956
508	0.02770470674
509	0.02763686473
510	0.02758865388
511	0.02755129557
512	0.02751250877
513	0.02747508141
514	0.02743711187
515	0.02738810147
516	0.02731817877
517	0.02727868998
518	0.02721167173
519	0.02715811221
520	0.02705383689
521	0.02700760305
522	0.0269608853
523	0.02692058381
524	0.02685454622
525	0.02680507204
526	0.02672254627
527	0.02667067629
528	0.02661309852
529	0.02652799963
530	0.02646853153
531	0.02645305743
532	0.02635767718
533	0.02629679523
534	0.02625439447
535	0.0262215171
536	0.02618425658
537	0.02608441382
538	0.02599047058
539	0.02594357503
540	0.02590183736
541	0.02588377781
542	0.0257884799
543	0.02572200272
544	0.02568714179
545	0.02561848764
546	0.02555279624
547	0.02549527482
548	0.02544271267
549	0.02538994881
550	0.02533450614
551	0.02529841745
552	0.02524002368
553	0.02521355388
554	0.02516110251
555	0.02511071987
556	0.02506614576
557	0.02500446286
558	0.02494806124
559	0.02488620006
560	0.02485189772
561	0.02480213433
562	0.02477135611
563	0.02475276093
564	0.02471461441
565	0.0246242406
566	0.02455969179
567	0.02450324837
568	0.02445709842
569	0.02439279956
570	0.02434908321
571	0.02429787319
572	0.02423498816
573	0.0241718825
574	0.02413734672
575	0.02408650167
576	0.02403609208
577	0.02399918776
578	0.02396672463
579	0.02389664382
580	0.02381466709
581	0.02375762873
582	0.02370613884
583	0.02365838792
584	0.0236265118
585	0.02355882582
586	0.02352326487
587	0.02349179565
588	0.02345540389
589	0.02342407715
590	0.02338323018
591	0.023350423
592	0.02328958385
593	0.02325726115
594	0.02323528274
595	0.02318462894
596	0.02313632578
597	0.02310089176
598	0.02306885356
599	0.0230111036
600	0.02297877523
601	0.02293820444
602	0.02289085178
603	0.02284396584
604	0.02280497167
605	0.02274146364
606	0.02269769364
607	0.02267287023
608	0.02264924944
609	0.02260180891
610	0.02255329298
611	0.02252140805
612	0.02248226979
613	0.02243876923
614	0.02239589706
615	0.02236428959
616	0.0223184675
617	0.02229626842
618	0.02225077194
619	0.02221073446
620	0.02217350832
621	0.02212922904
622	0.02209114307
623	0.0220371982
624	0.02199710297
625	0.02194739487
626	0.02190414188
627	0.02187323801
628	0.02180587019
629	0.02175839
630	0.02172701095
631	0.02169731406
632	0.02167397038
633	0.02158451556
634	0.02153801241
635	0.02149996999
636	0.02147555451
637	0.02145250723
638	0.02138719785
639	0.02135309025
640	0.02132813709
641	0.02127308671
642	0.02121767196
643	0.02118927425
644	0.02115902146
645	0.021131212
646	0.02111651409
647	0.02107739347
648	0.02105030169
649	0.02101476806
650	0.02097153075
651	0.02093922179
652	0.02089863845
653	0.02086601991
654	0.02083851754
655	0.02081051725
656	0.02077706751
657	0.02074521176
658	0.02068597475
659	0.02061235359
660	0.02057217209
661	0.02053800273
662	0.02049665843
663	0.02045761189
664	0.02041152352
665	0.02038508676
666	0.02032230167
667	0.02029525836
668	0.02026622067
669	0.02022706459
670	0.02018694955
671	0.02014289475
672	0.02011034423
673	0.0200588023
674	0.02000919274
675	0.01998612046
676	0.01993715376
677	0.01990241349
678	0.01986221414
679	0.01983306602
680	0.0198061995
681	0.01975057143
682	0.019718379
683	0.01969579349
684	0.01966487851
685	0.01963526492
686	0.01959821993
687	0.01957179026
688	0.0195360632
689	0.01949759429
690	0.01946037723
691	0.01942692315
692	0.01940149022
693	0.01937427815
694	0.01933695292
695	0.01928593301
696	0.01924879393
697	0.01922539836
698	0.01919964786
699	0.01916545468
700	0.01911518892
701	0.0190798783
702	0.01904666734
703	0.01901856
704	0.01898550806
705	0.01894935544
706	0.01891048533
707	0.01887500952
708	0.01884307598
709	0.01880974121
710	0.01877283649
711	0.01870657638
712	0.01868224287
713	0.01865811037
714	0.0186221087
715	0.01859279031
716	0.01857286798
717	0.018551064
718	0.01850286442
719	0.01845715937
720	0.018415732
721	0.01838968032
722	0.01836922191
723	0.01834990494
724	0.01831285686
725	0.01824131997
726	0.01820882097
727	0.01819913256
728	0.01815433643
729	0.01811574261
730	0.01808631654
731	0.01806537869
732	0.01803334285
733	0.01800922398
734	0.01795912036
735	0.01792335089
736	0.01789722517
737	0.0178636044
738	0.01783570466
739	0.01780395062
740	0.01776854445
741	0.01772983612
742	0.01768272443
743	0.01765227081
744	0.01762251825
745	0.01758912881
746	0.01754695578
747	0.01751770594
748	0.01748394081
749	0.01746577055
750	0.01743013439
751	0.01738642178
752	0.01734147008
753	0.0173081074
754	0.01728742656
755	0.01724527045
756	0.0172177477
757	0.01718704369
758	0.01714211273
759	0.01711069308
760	0.01707507669
761	0.01704959931
762	0.01700351503
763	0.01696067777
764	0.01693241989
765	0.01691320288
766	0.01689183966
767	0.0168483616
768	0.01679354093
769	0.01676396112
770	0.01673479286
771	0.01668901986
772	0.01666099893
773	0.01664198855
774	0.01662231559
775	0.01657842674
776	0.01654714773
777	0.01651111652
778	0.01649044135
779	0.01645065967
780	0.01642210517
781	0.01640457616
782	0.0163759679
783	0.0163356823
784	0.01629988972
785	0.0162809441
786	0.01626648221
787	0.01624013453
788	0.01621490443
789	0.01617227128
790	0.01614914245
791	0.01612574925
792	0.01610909381
793	0.01607068746
794	0.01604064662
795	0.01601794097
796	0.01599027013
797	0.01596652009
798	0.01592810031
799	0.01590416959
800	0.01587665145
801	0.01585013898
802	0.0158159161
803	0.01578652536
804	0.01577050357
805	0.01575815671
806	0.01572922801
807	0.01569283245
808	0.01566172475
809	0.01564253218
810	0.01561702082
811	0.01558465132
812	0.0155603242
813	0.01553069129
814	0.01549747306
815	0.01546166675
816	0.015440416
817	0.01540971155
818	0.01538256492
819	0.01533953491
820	0.01531549253
821	0.01529314652
822	0.01527201461
823	0.01524188389
824	0.01521914797
825	0.01518763571
826	0.01517604729
827	0.01515415724
828	0.0151381578
829	0.01511872388
830	0.01508884018
831	0.01506078829
832	0.01503871703
833	0.01500323495
834	0.01498112011
835	0.01496436945
836	0.01493375303
837	0.01491326996
838	0.0148876719
839	0.01486810122
840	0.01484571642
841	0.01482306668
842	0.01480338232
843	0.01477787682
844	0.01475345764
845	0.01472351727
846	0.01468627122
847	0.01465862081
848	0.01463075617
849	0.0146159261
850	0.01459734475
851	0.01457969785
852	0.01455747256
853	0.01452564112
854	0.01450578445
855	0.01448501663
856	0.01446550138
857	0.01443714562
858	0.01441340995
859	0.01440090403
860	0.01438068869
861	0.01436004273
862	0.01433738484
863	0.01431334268
864	0.01428650051
865	0.01426761252
866	0.01424732584
867	0.01422609566
868	0.01421195195
869	0.01418314224
870	0.01415704904
871	0.01412732626
872	0.01410706594
873	0.01409206372
874	0.01405809026
875	0.01403073844
876	0.01401184084
877	0.01399532821
878	0.01396375935
879	0.01392331366
880	0.01390631788
881	0.01388799683
882	0.01386006973
883	0.01384040793
884	0.01381773695
885	0.01379868336
886	0.01377582618
887	0.0137592223
888	0.01373475913
889	0.01371179512
890	0.01369388312
891	0.01367201187
892	0.01365026177
893	0.01363449527
894	0.01361250834
895	0.01360216985
896	0.01358024193
897	0.01355618718
898	0.01352452099
899	0.01350107889
900	0.01347541026
901	0.01345121382
902	0.01343292244
903	0.01341424396
904	0.0134006129
905	0.0133797304
906	0.01335608681
907	0.01333591589
908	0.0133065615
909	0.01328079248
910	0.01325985849
911	0.01323567025
912	0.01322242635
913	0.01320404611
914	0.01318380044
915	0.01316292923
916	0.01314766324
917	0.0131193513
918	0.01309706742
919	0.01308147319
920	0.01306057126
921	0.01303029322
922	0.01301619823
923	0.0129940793
924	0.01297161116
925	0.01293612778
926	0.01291511652
927	0.01288911899
928	0.01286456419
929	0.01284071754
930	0.01281745847
931	0.01279764263
932	0.01277889179
933	0.01276577168
934	0.01273551506
935	0.0127162418
936	0.012701488
937	0.01267610253
938	0.01266680421
939	0.01264989849
940	0.01263338069
941	0.0126182969
942	0.01259858678
943	0.01257996158
944	0.01255917635
945	0.01254046527
946	0.01252397969
947	0.01249939315
948	0.0124755218
949	0.01245956006
950	0.01244168443
951	0.01242029798
952	0.01240250728
953	0.01237951391
954	0.01235376539
955	0.01233776589
956	0.01230284974
957	0.0122853847
958	0.01226623652
959	0.01224914679
960	0.01223753226
961	0.01221687715
962	0.01219944623
963	0.01218149088
964	0.01215566995
965	0.01213745849
966	0.01211897293
967	0.0121068801
968	0.01208849352
969	0.01206373232
970	0.01204422077
971	0.01201639151
972	0.0120003659
973	0.01198158921
974	0.01197131874
975	0.01195363481
976	0.01193119224
977	0.01192026905
978	0.01190366561
979	0.01188720954
980	0.01187187707
981	0.01186102688
982	0.01184364789
983	0.01182862343
984	0.01182152839
985	0.01179417894
986	0.01178269339
987	0.01176540741
988	0.01174746085
989	0.01172963667
990	0.01170899376
991	0.01169587776
992	0.01168201379
993	0.01166468408
994	0.01164773325
995	0.01163143273
996	0.01161304179
997	0.01160361926
998	0.01158893609
999	0.0115712632
